,household_key,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO,COUPON_DISC,COUPON_MATCH_DISC,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
2428,187,28601726341,128,1082185,1,0.8,443,-0.2,1505,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2429,187,27785666229,68,1082185,1,0.96,368,0.0,1331,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2430,208,27720855799,62,1082185,1,0.49,327,0.0,1310,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2431,208,28511556012,120,1082185,1,1.01,327,0.0,1349,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2432,208,28331400300,112,1082185,1,1.41,327,0.0,1010,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2433,208,29035715364,158,1082185,1,1.19,327,-0.31,1006,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2434,208,28697985571,135,1082185,1,0.81,327,0.0,1216,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2435,208,27609937580,53,1082185,1,0.92,327,-0.64,1833,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2436,208,27565740433,49,1082185,1,0.81,327,-0.56,1152,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2437,208,27865090682,73,1082185,1,1.06,327,0.0,1223,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2438,208,28057120941,90,1082185,1,0.82,327,0.0,1323,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2439,208,27950015140,81,1082185,1,0.92,327,0.0,832,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2440,235,29311746946,175,1082185,1,1.28,315,0.0,2013,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2441,235,27442951689,40,1082185,1,1.54,315,0.0,1627,6,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2442,235,28675087418,133,1082185,1,1.1,388,0.0,1719,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2443,235,27191475134,19,1082185,1,1.16,338,0.0,933,3,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2444,235,28970536724,153,1082185,1,1.03,315,-0.27,1842,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2445,235,28391461117,117,1082185,1,1.13,388,0.0,1325,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2446,235,27924892324,79,1082185,1,1.09,388,0.0,1657,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2447,235,27282806245,26,1082185,1,0.77,388,-0.2,1359,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2448,235,27686171541,59,1082185,1,1.08,315,0.0,1651,9,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2449,235,27798528377,69,1082185,1,1.6,369,0.0,1424,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2450,235,27601107220,51,1082185,1,0.95,388,-0.66,1712,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2451,235,28243071317,104,1082185,1,1.18,315,0.0,1409,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2452,327,28081222757,92,1082185,1,0.94,292,0.0,2100,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2453,397,29353729426,180,1082185,1,1.35,367,0.0,1556,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2454,414,27534849170,47,1082185,1,0.46,310,-0.32,1938,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2455,441,28638911289,131,1082185,1,0.81,315,-0.21,1526,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2456,441,29035177076,157,1082185,1,1.1,315,-0.28,2104,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2457,441,29352746946,178,1082185,1,1.21,315,0.0,1859,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2458,467,27505107034,44,1082185,1,1.22,296,0.0,1931,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2459,467,27069347081,8,1082185,1,1.4,296,0.0,2228,2,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2460,467,27325651903,29,1082185,1,1.34,296,0.0,2012,5,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2461,467,29095207525,160,1082185,1,1.29,450,0.0,1911,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2462,467,27352946868,33,1082185,1,1.13,296,0.0,1848,5,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2463,472,27889188392,76,1082185,1,0.85,389,0.0,1907,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2464,472,28331738109,112,1082185,1,0.56,389,0.0,1922,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2465,472,28941937397,152,1082185,1,0.77,389,0.0,1557,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2466,472,29142046895,163,1082185,1,0.94,389,0.0,1515,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2467,510,29019006763,154,1082185,1,0.38,31862,-0.1,1715,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2468,510,29221386008,168,1082185,1,1.04,31862,0.0,1356,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2469,510,28788621387,141,1082185,1,1.08,375,0.0,1244,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2470,553,28771446795,139,1082185,1,1.13,447,0.0,1836,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2471,563,27950777274,82,1082185,1,0.62,335,0.0,1745,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2472,604,27282446535,25,1082185,1,0.75,359,-0.2,1517,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2473,604,29035937630,158,1082185,1,0.54,359,-0.14,1925,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2474,604,28154171136,97,1082185,1,0.78,359,0.0,1446,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2475,604,29276852573,172,1082185,1,0.68,359,0.0,1911,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2476,604,28601085735,127,1082185,1,0.52,359,-0.14,1240,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2477,604,27101571145,11,1082185,1,0.73,359,0.0,1404,2,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2478,604,28318361359,111,1082185,1,0.87,359,0.0,1512,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2479,604,28536927010,122,1082185,1,0.53,359,0.0,1751,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2480,604,27972766365,83,1082185,1,0.63,359,-0.16,1519,13,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2481,604,27529481842,46,1082185,1,0.5,359,0.0,1455,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2482,646,29170471587,165,1082185,1,1.33,408,0.0,1459,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2483,759,28601082752,127,1082185,1,0.15,424,-0.04,1840,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2484,759,28331590373,112,1082185,1,0.18,424,0.0,933,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2485,759,28886877556,148,1082185,1,0.41,359,0.0,2139,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2486,759,28110922861,95,1082185,1,0.47,424,0.0,1635,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2487,890,27785820241,68,1082185,1,1.0,403,0.0,923,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2488,890,29035952734,158,1082185,1,1.02,403,-0.26,1850,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2489,890,28391682385,117,1082185,1,1.04,403,0.0,1921,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2490,938,27757154787,65,1082185,1,0.66,369,0.0,1744,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2491,938,28057409160,90,1082185,1,0.95,369,0.0,1718,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2492,956,28271142496,107,1082185,1,0.49,370,0.0,1642,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2493,956,28675358330,133,1082185,1,0.54,370,0.0,1824,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2494,956,28093402780,93,1082185,1,0.44,370,0.0,1646,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2495,956,28154812924,98,1082185,1,0.41,370,0.0,1713,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2496,956,28853826931,146,1082185,1,0.49,345,0.0,1542,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2497,979,28106246501,94,1082185,2,1.78,368,0.0,1700,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2498,979,27534392222,47,1082185,2,1.36,364,-0.94,1544,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2499,979,27421347483,37,1082185,1,1.18,368,0.0,2137,6,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2500,979,28197703328,102,1082185,2,1.38,370,0.0,1647,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2501,979,27852882364,73,1082185,1,0.9,364,0.0,1936,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2502,979,27768997935,67,1082185,2,1.69,368,0.0,17,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2503,979,28282719578,108,1082185,2,1.62,370,0.0,2010,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2504,979,27334107805,30,1082185,1,1.21,368,0.0,2158,5,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2505,979,27888916562,76,1082185,2,1.04,368,0.0,1714,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2506,979,29114556601,161,1082185,1,2.02,364,0.0,1827,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2507,979,29170640899,165,1082185,1,1.99,368,0.0,1222,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2508,979,28853586653,146,1082185,1,1.08,368,0.0,1750,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2509,979,29329871910,176,1082185,1,1.16,368,0.0,1916,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2510,979,29276471769,172,1082185,1,1.36,364,0.0,1739,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2511,979,28571071843,125,1082185,1,0.87,364,-0.22,1833,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2512,979,28757562696,138,1082185,1,2.28,368,0.0,2007,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2513,1034,27620621603,54,1082185,1,0.26,380,-0.18,1429,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2514,1065,27421310751,37,1082185,1,0.6,311,0.0,1258,6,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2515,1065,28771426962,139,1082185,1,1.13,311,0.0,1909,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2516,1065,28571801675,126,1082185,1,0.89,311,-0.22,1907,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2517,1065,28405792204,118,1082185,1,1.0,311,0.0,2106,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2518,1116,27649467670,56,1082185,2,2.26,345,0.0,1922,9,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2519,1116,27925218606,79,1082185,1,1.57,345,0.0,2218,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2520,1262,27589602037,51,1082185,1,0.92,432,-0.63,1736,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2521,1262,27589602006,51,1082185,1,0.39,432,-0.27,1730,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2522,1262,27709283448,62,1082185,1,1.22,432,0.0,12,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2523,1262,28081157695,92,1082185,1,0.63,432,0.0,2007,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2524,1267,29238520303,169,1082185,1,0.2,381,0.0,822,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2525,1267,28601255101,127,1082185,2,0.3,343,-0.08,1920,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2526,1267,29034946336,156,1082185,1,0.2,343,-0.05,2048,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2527,1267,27925265096,79,1082185,1,0.25,343,0.0,1933,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2528,1267,28511610347,120,1082185,1,0.24,381,0.0,815,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2529,1308,27130081159,13,1082185,1,0.74,367,0.0,2011,3,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2530,1308,27468917303,41,1082185,1,0.45,367,0.0,2120,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2531,1308,27816866818,70,1082185,1,0.56,367,0.0,1936,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2532,1308,28601217939,127,1082185,1,0.29,389,-0.07,1905,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2533,1308,28675418692,133,1082185,1,0.44,389,0.0,2059,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2534,1308,27900810878,77,1082185,1,0.43,367,0.0,1950,12,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2535,1308,27314036982,28,1082185,1,1.03,367,0.0,2137,5,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2536,1332,28757839187,138,1082185,1,0.83,304,0.0,2054,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2537,1332,28210915764,103,1082185,1,0.37,304,0.0,1106,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2538,1441,27773840319,67,1082185,1,0.68,334,0.0,924,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2539,1441,27213002362,20,1082185,1,0.44,334,-0.12,1748,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2540,1441,27398337454,35,1082185,1,0.53,334,0.0,1835,6,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2541,1441,27637127334,55,1082185,1,0.83,330,0.0,1755,9,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2542,1465,27769236308,66,1082185,1,1.1,391,0.0,1257,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2543,1465,27266911656,24,1082185,1,0.65,391,-0.16,1506,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2544,1465,27865430306,74,1082185,1,1.14,391,0.0,842,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2545,1557,28110836165,95,1082185,1,1.01,375,0.0,1131,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2546,1557,28057243672,90,1082185,1,0.81,375,0.0,1931,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2547,1557,28941698693,151,1082185,1,1.34,375,0.0,1707,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2548,1557,28788061262,140,1082185,1,0.94,375,0.0,1220,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2549,1557,29329918677,176,1082185,1,1.27,375,0.0,1839,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2550,1557,28270983003,107,1082185,1,0.51,375,0.0,1745,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2551,1557,29276759182,172,1082185,2,2.23,375,0.0,1847,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2552,1557,28243703685,105,1082185,1,1.01,375,0.0,1836,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2553,1557,28345149269,114,1082185,1,0.81,375,0.0,2107,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2554,1557,29125164342,162,1082185,1,1.12,375,0.0,1907,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2555,1559,27153530622,15,1082185,1,1.37,296,0.0,1338,3,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2556,1609,28867761574,147,1082185,1,1.15,412,0.0,1134,22,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2557,1609,28840645390,145,1082185,2,2.74,316,0.0,1016,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2558,1609,29238402376,169,1082185,1,1.69,412,0.0,1231,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2559,1609,29182940108,166,1082185,1,1.84,412,0.0,1512,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2560,1609,29094517310,159,1082185,2,2.03,316,-0.52,1652,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2561,1609,29019111451,154,1082185,1,0.74,412,-0.19,1146,23,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2562,1609,29125124483,162,1082185,1,2.42,319,0.0,2024,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2563,1609,29353800876,180,1082185,1,1.95,412,0.0,1042,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2564,1609,29339421688,177,1082185,2,1.84,412,0.0,1246,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2565,1609,28009170806,86,1082185,1,1.45,412,-0.37,1019,13,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2566,1609,27853020672,73,1082185,1,1.36,316,0.0,1056,11,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2567,1609,28197350277,102,1082185,1,1.47,316,0.0,915,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2568,1609,28057050705,90,1082185,2,1.59,412,0.0,1023,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2569,1609,27565681173,49,1082185,1,0.79,412,-0.54,1207,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2570,1609,27481066283,42,1082185,1,2.04,412,0.0,1211,7,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2571,1609,27673041405,58,1082185,1,1.51,412,0.0,1211,9,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2572,1609,27620248249,54,1082185,2,1.4,316,-0.97,2023,8,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2573,1609,27768896326,66,1082185,1,1.25,316,0.0,1302,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2574,1609,27732861120,63,1082185,1,2.0,412,0.0,1151,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2575,1609,28417773162,119,1082185,2,2.57,316,0.0,2131,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2576,1609,28344956014,114,1082185,1,1.59,412,0.0,1126,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2577,1609,28364479703,115,1082185,2,1.69,319,0.0,2239,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2578,1609,28771320616,139,1082185,2,0.72,412,0.0,1035,21,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2579,1609,28744487737,137,1082185,1,2.7,316,0.0,1742,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2580,1609,28619116106,129,1082185,2,2.1,412,-0.54,1123,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2581,1609,28571206429,125,1082185,1,1.22,316,-0.31,1431,19,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2582,1609,28675011059,133,1082185,1,0.84,412,0.0,1133,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2583,1609,28243012677,104,1082185,1,1.06,316,0.0,1715,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2584,1708,28197378570,102,1082185,1,1.08,327,0.0,2009,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2585,1708,29352701828,178,1082185,1,0.63,327,0.0,1721,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2586,1708,28744509585,137,1082185,1,1.39,327,0.0,1756,20,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2587,1708,29170557008,165,1082185,1,1.52,327,0.0,1529,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2588,1708,28294477404,109,1082185,1,1.08,327,0.0,1613,16,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2589,1708,28379272837,116,1082185,1,0.44,327,0.0,1847,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2590,1708,28537887375,124,1082185,1,0.76,327,0.0,1819,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2591,1722,29114596653,161,1082185,1,0.36,296,0.0,1917,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2592,1722,27282686558,26,1082185,1,0.83,296,-0.21,1740,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2593,1837,28167503815,99,1082185,1,1.1,372,0.0,1805,15,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2594,1837,27972511764,83,1082185,1,1.24,372,-0.31,1345,13,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2595,1837,29182950496,166,1082185,1,1.33,372,0.0,928,24,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2596,1842,28345371421,114,1082185,1,0.81,346,0.0,1730,17,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2597,1842,28537661672,123,1082185,1,1.12,346,0.0,1654,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2598,1968,28106400628,94,1082185,1,1.77,321,0.0,1022,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2599,2018,27021557072,4,1082185,1,2.13,402,0.0,1357,1,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2600,2018,27266977191,24,1082185,2,3.21,402,-0.82,1750,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2601,2018,28069460563,91,1082185,1,1.34,402,0.0,1128,14,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2602,2044,27009148326,3,1082185,1,0.38,333,0.0,1656,1,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2603,2066,27756791270,65,1082185,1,0.99,295,0.0,1734,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2604,2072,28405965297,118,1082185,1,0.85,379,0.0,1133,18,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2605,2156,29194726297,167,1082185,1,0.71,327,0.0,1420,25,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2606,2208,27282161450,25,1082185,1,1.12,441,-0.28,1516,4,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2607,2208,29354238743,180,1082185,1,1.16,343,0.0,1534,26,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2608,2208,27773951643,67,1082185,1,1.02,441,0.0,1606,10,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
2609,2208,27985267000,84,1082185,1,1.01,441,-0.26,1957,13,0.0,0.0,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB
