,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id,aisle
4004,608138,183600,prior,2,1,21,11.0,16797,5,1,Strawberries,24,4,fresh fruits
4005,1917878,183600,prior,1,4,21,,16797,6,0,Strawberries,24,4,fresh fruits
4006,1025188,199630,prior,21,5,22,5.0,16797,1,1,Strawberries,24,4,fresh fruits
4007,2492280,199630,prior,19,1,11,9.0,16797,3,1,Strawberries,24,4,fresh fruits
4008,1629261,199630,prior,20,0,8,6.0,16797,3,1,Strawberries,24,4,fresh fruits
4009,999912,199630,prior,23,4,11,13.0,16797,10,1,Strawberries,24,4,fresh fruits
4010,2659039,199630,prior,11,4,16,3.0,16797,3,1,Strawberries,24,4,fresh fruits
4011,635038,199630,prior,10,1,16,9.0,16797,2,1,Strawberries,24,4,fresh fruits
4012,757542,199630,prior,9,6,9,7.0,16797,3,1,Strawberries,24,4,fresh fruits
4013,1575977,199630,prior,8,6,19,11.0,16797,3,0,Strawberries,24,4,fresh fruits
4014,347506,199630,prior,16,4,11,5.0,16797,3,1,Strawberries,24,4,fresh fruits
4015,1390233,199630,prior,18,6,8,6.0,16797,1,1,Strawberries,24,4,fresh fruits
4016,3315612,199630,prior,13,6,12,9.0,16797,14,1,Strawberries,24,4,fresh fruits
4017,2098472,199630,prior,14,2,10,10.0,16797,2,1,Strawberries,24,4,fresh fruits
4018,51109,199630,prior,15,6,0,11.0,16797,1,1,Strawberries,24,4,fresh fruits
4019,1477549,20996,prior,23,4,22,4.0,8277,9,0,Apple Honeycrisp Organic,24,4,fresh fruits
4020,2200743,21945,prior,3,0,10,30.0,8277,5,0,Apple Honeycrisp Organic,24,4,fresh fruits
4021,2010623,42227,prior,9,6,9,8.0,8277,5,1,Apple Honeycrisp Organic,24,4,fresh fruits
4022,1954921,42227,prior,8,5,20,7.0,8277,1,1,Apple Honeycrisp Organic,24,4,fresh fruits
4023,2556078,42227,prior,1,3,19,,8277,7,0,Apple Honeycrisp Organic,24,4,fresh fruits
4024,2706399,42227,prior,2,3,18,7.0,8277,4,1,Apple Honeycrisp Organic,24,4,fresh fruits
4025,942840,42227,prior,7,5,19,7.0,8277,1,1,Apple Honeycrisp Organic,24,4,fresh fruits
4026,934047,51157,prior,1,6,18,,8277,2,0,Apple Honeycrisp Organic,24,4,fresh fruits
4027,387959,52407,prior,6,5,14,30.0,8277,7,1,Apple Honeycrisp Organic,24,4,fresh fruits
4028,2058765,52407,prior,7,1,16,10.0,8277,4,1,Apple Honeycrisp Organic,24,4,fresh fruits
4029,798083,52407,prior,4,0,19,16.0,8277,10,0,Apple Honeycrisp Organic,24,4,fresh fruits
4030,3346137,55320,prior,5,6,18,5.0,8277,7,1,Apple Honeycrisp Organic,24,4,fresh fruits
4031,687441,55320,train,6,6,17,7.0,8277,3,1,Apple Honeycrisp Organic,24,4,fresh fruits
4032,2687685,55320,prior,4,1,16,30.0,8277,11,0,Apple Honeycrisp Organic,24,4,fresh fruits
4033,2008889,102413,prior,8,0,11,29.0,8277,1,0,Apple Honeycrisp Organic,24,4,fresh fruits
4034,2067639,102413,prior,9,0,15,28.0,8277,1,1,Apple Honeycrisp Organic,24,4,fresh fruits
4035,1262105,138934,prior,18,0,12,8.0,8277,4,1,Apple Honeycrisp Organic,24,4,fresh fruits
4036,3323116,138934,prior,17,6,23,4.0,8277,7,0,Apple Honeycrisp Organic,24,4,fresh fruits
4037,3344218,138934,prior,22,0,7,7.0,8277,13,1,Apple Honeycrisp Organic,24,4,fresh fruits
4038,128744,157257,prior,12,6,11,30.0,8277,1,1,Apple Honeycrisp Organic,24,4,fresh fruits
4039,2573227,157257,prior,14,0,12,30.0,8277,10,1,Apple Honeycrisp Organic,24,4,fresh fruits
4040,1029276,157257,prior,15,0,10,21.0,8277,3,1,Apple Honeycrisp Organic,24,4,fresh fruits
4041,916553,157257,prior,3,4,21,13.0,8277,4,1,Apple Honeycrisp Organic,24,4,fresh fruits
4042,3283313,157257,prior,2,5,9,30.0,8277,9,0,Apple Honeycrisp Organic,24,4,fresh fruits
4043,3201853,171560,prior,1,0,18,,8277,6,0,Apple Honeycrisp Organic,24,4,fresh fruits
4044,1899799,20996,train,26,3,14,12.0,46906,8,0,Grape White/Green Seedless,24,4,fresh fruits
4045,1845525,70611,prior,18,5,10,7.0,46906,23,0,Grape White/Green Seedless,24,4,fresh fruits
4046,2611616,80816,prior,6,0,13,7.0,46906,5,0,Grape White/Green Seedless,24,4,fresh fruits
4047,953787,106314,prior,16,3,12,19.0,46906,7,1,Grape White/Green Seedless,24,4,fresh fruits
4048,2424256,106314,prior,8,1,13,30.0,46906,5,0,Grape White/Green Seedless,24,4,fresh fruits
4049,2341847,20996,prior,2,4,16,15.0,6473,8,0,Bag of Lemons,24,4,fresh fruits
4050,2167345,98814,train,4,0,11,30.0,6473,6,1,Bag of Lemons,24,4,fresh fruits
4051,2039649,98814,prior,3,0,11,14.0,6473,2,0,Bag of Lemons,24,4,fresh fruits
4052,2791663,21945,prior,20,1,19,23.0,10305,1,0,Black Plum,24,4,fresh fruits
4053,2418886,42227,train,12,0,9,5.0,10305,10,1,Black Plum,24,4,fresh fruits
4054,2504240,42227,prior,11,2,10,13.0,10305,16,0,Black Plum,24,4,fresh fruits
4055,3022658,121887,prior,3,3,22,16.0,10305,7,0,Black Plum,24,4,fresh fruits
4056,1037532,167832,prior,2,4,12,8.0,10305,13,1,Black Plum,24,4,fresh fruits
4057,201643,167832,prior,1,3,17,,10305,7,0,Black Plum,24,4,fresh fruits
4058,2251367,21945,prior,8,6,19,6.0,24221,10,0,Organic Red Grapes,24,4,fresh fruits
4059,1826219,42668,prior,50,4,15,10.0,24221,10,0,Organic Red Grapes,24,4,fresh fruits
4060,1166058,22250,prior,22,4,10,11.0,37646,16,1,Organic Gala Apples,24,4,fresh fruits
4061,1115254,22250,prior,21,0,17,4.0,37646,19,0,Organic Gala Apples,24,4,fresh fruits
4062,152338,64967,prior,2,0,9,10.0,37646,23,0,Organic Gala Apples,24,4,fresh fruits
4063,3244547,82954,prior,12,0,10,30.0,37646,24,1,Organic Gala Apples,24,4,fresh fruits
4064,1652521,82954,prior,15,0,15,14.0,37646,14,1,Organic Gala Apples,24,4,fresh fruits
4065,590990,82954,prior,13,0,11,7.0,37646,17,1,Organic Gala Apples,24,4,fresh fruits
4066,415976,82954,prior,14,0,12,7.0,37646,12,1,Organic Gala Apples,24,4,fresh fruits
4067,2871580,82954,prior,3,4,17,7.0,37646,12,0,Organic Gala Apples,24,4,fresh fruits
4068,2360140,96114,train,4,0,23,5.0,37646,8,0,Organic Gala Apples,24,4,fresh fruits
4069,22167,106314,train,24,4,13,7.0,37646,15,1,Organic Gala Apples,24,4,fresh fruits
4070,1545466,106314,prior,22,3,14,7.0,37646,14,0,Organic Gala Apples,24,4,fresh fruits
4071,2121021,118573,prior,4,5,9,4.0,37646,11,0,Organic Gala Apples,24,4,fresh fruits
4072,1745396,205854,train,4,0,16,30.0,37646,6,1,Organic Gala Apples,24,4,fresh fruits
4073,1983987,205854,prior,3,1,15,30.0,37646,12,0,Organic Gala Apples,24,4,fresh fruits
4074,355328,22250,prior,24,5,19,7.0,10108,20,1,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,24,4,fresh fruits
4075,989392,22250,prior,23,5,2,8.0,10108,1,1,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,24,4,fresh fruits
4076,1973293,22250,prior,18,2,11,5.0,10108,26,1,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,24,4,fresh fruits
4077,812066,22250,prior,3,6,14,10.0,10108,9,0,Artisan Sausage Pineapple Uncured Bacon Hardwood Smoked with Vermont Maple Syrup,24,4,fresh fruits
4078,1166058,22250,prior,22,4,10,11.0,41787,17,1,Bartlett Pears,24,4,fresh fruits
4079,2117100,22250,prior,27,5,13,11.0,41787,9,1,Bartlett Pears,24,4,fresh fruits
4080,2022214,22250,prior,26,1,17,5.0,41787,4,1,Bartlett Pears,24,4,fresh fruits
4081,1973293,22250,prior,18,2,11,5.0,41787,20,1,Bartlett Pears,24,4,fresh fruits
4082,1377944,22250,prior,38,5,16,3.0,41787,2,1,Bartlett Pears,24,4,fresh fruits
4083,1692726,22250,prior,39,0,14,9.0,41787,2,1,Bartlett Pears,24,4,fresh fruits
4084,1229981,22250,prior,30,3,9,10.0,41787,16,1,Bartlett Pears,24,4,fresh fruits
4085,1242108,22250,prior,29,0,18,9.0,41787,6,1,Bartlett Pears,24,4,fresh fruits
4086,995551,22250,prior,33,0,0,16.0,41787,9,1,Bartlett Pears,24,4,fresh fruits
4087,3077163,22250,prior,34,0,17,7.0,41787,1,1,Bartlett Pears,24,4,fresh fruits
4088,475743,22250,prior,32,5,17,3.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4089,383925,22250,prior,31,2,17,6.0,41787,8,1,Bartlett Pears,24,4,fresh fruits
4090,1597259,22250,prior,7,6,22,10.0,41787,4,1,Bartlett Pears,24,4,fresh fruits
4091,1666313,22250,prior,6,3,23,4.0,41787,1,1,Bartlett Pears,24,4,fresh fruits
4092,2449332,22250,prior,9,1,18,13.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4093,2848772,22250,prior,8,2,18,17.0,41787,2,1,Bartlett Pears,24,4,fresh fruits
4094,3318589,22250,prior,2,3,9,22.0,41787,2,1,Bartlett Pears,24,4,fresh fruits
4095,352967,22250,prior,1,2,21,,41787,11,0,Bartlett Pears,24,4,fresh fruits
4096,2383967,22250,prior,5,6,23,18.0,41787,6,1,Bartlett Pears,24,4,fresh fruits
4097,3063856,22250,prior,4,2,15,3.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4098,812066,22250,prior,3,6,14,10.0,41787,6,1,Bartlett Pears,24,4,fresh fruits
4099,1352295,22250,prior,15,2,13,5.0,41787,10,1,Bartlett Pears,24,4,fresh fruits
4100,3260363,22250,prior,17,4,10,9.0,41787,17,1,Bartlett Pears,24,4,fresh fruits
4101,732988,22250,prior,12,5,10,10.0,41787,2,1,Bartlett Pears,24,4,fresh fruits
4102,2016219,22250,prior,11,2,11,29.0,41787,5,1,Bartlett Pears,24,4,fresh fruits
4103,900917,59607,prior,7,2,22,22.0,41787,14,1,Bartlett Pears,24,4,fresh fruits
4104,2676846,59607,prior,2,5,20,5.0,41787,11,0,Bartlett Pears,24,4,fresh fruits
4105,1292439,63709,prior,10,1,11,30.0,41787,7,0,Bartlett Pears,24,4,fresh fruits
4106,1960523,64967,prior,18,0,12,21.0,41787,10,0,Bartlett Pears,24,4,fresh fruits
4107,592147,65082,prior,8,1,13,7.0,41787,4,0,Bartlett Pears,24,4,fresh fruits
4108,3019695,65082,prior,16,1,7,30.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4109,1845525,70611,prior,18,5,10,7.0,41787,24,0,Bartlett Pears,24,4,fresh fruits
4110,2045594,74332,prior,14,6,8,7.0,41787,4,1,Bartlett Pears,24,4,fresh fruits
4111,2941980,74332,prior,15,6,12,7.0,41787,5,1,Bartlett Pears,24,4,fresh fruits
4112,3410287,74332,prior,13,6,11,5.0,41787,8,1,Bartlett Pears,24,4,fresh fruits
4113,1010197,74332,prior,10,6,23,19.0,41787,4,1,Bartlett Pears,24,4,fresh fruits
4114,2621154,74332,prior,11,6,10,14.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4115,2741513,74332,train,19,5,20,6.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4116,1367682,74332,prior,9,1,16,8.0,41787,3,1,Bartlett Pears,24,4,fresh fruits
4117,2439008,74332,prior,17,0,7,9.0,41787,13,1,Bartlett Pears,24,4,fresh fruits
4118,1860784,74332,prior,2,6,16,6.0,41787,8,0,Bartlett Pears,24,4,fresh fruits
4119,2176857,74332,prior,6,6,10,7.0,41787,13,1,Bartlett Pears,24,4,fresh fruits
4120,2610427,74332,prior,8,0,9,24.0,41787,4,1,Bartlett Pears,24,4,fresh fruits
4121,3195511,90871,prior,1,4,12,,41787,10,0,Bartlett Pears,24,4,fresh fruits
4122,1166058,22250,prior,22,4,10,11.0,8174,19,1,Organic Navel Orange,24,4,fresh fruits
4123,3089493,22250,prior,20,3,19,9.0,8174,33,0,Organic Navel Orange,24,4,fresh fruits
4124,485845,42668,prior,9,2,10,19.0,8174,12,0,Organic Navel Orange,24,4,fresh fruits
4125,846998,59607,prior,6,1,12,9.0,8174,12,1,Organic Navel Orange,24,4,fresh fruits
4126,2676846,59607,prior,2,5,20,5.0,8174,10,0,Organic Navel Orange,24,4,fresh fruits
4127,2500298,63709,prior,12,5,10,1.0,8174,9,0,Organic Navel Orange,24,4,fresh fruits
4128,1058917,63709,prior,16,6,17,8.0,8174,5,1,Organic Navel Orange,24,4,fresh fruits
4129,2117100,22250,prior,27,5,13,11.0,32303,12,1,Red Seedless Grapes,24,4,fresh fruits
4130,282017,22250,prior,25,3,16,5.0,32303,10,0,Red Seedless Grapes,24,4,fresh fruits
4131,426792,31442,prior,10,2,19,0.0,32303,2,1,Red Seedless Grapes,24,4,fresh fruits
4132,740491,31442,prior,1,1,18,,32303,11,0,Red Seedless Grapes,24,4,fresh fruits
4133,355328,22250,prior,24,5,19,7.0,26723,22,1,Comice Pear,24,4,fresh fruits
4134,3089493,22250,prior,20,3,19,9.0,26723,21,1,Comice Pear,24,4,fresh fruits
4135,1115254,22250,prior,21,0,17,4.0,26723,20,1,Comice Pear,24,4,fresh fruits
4136,2794255,22250,prior,13,2,21,11.0,26723,24,0,Comice Pear,24,4,fresh fruits
4137,2978932,22250,prior,16,2,9,7.0,26723,9,1,Comice Pear,24,4,fresh fruits
4138,2398295,118573,prior,3,1,14,8.0,26723,12,0,Comice Pear,24,4,fresh fruits
4139,1973293,22250,prior,18,2,11,5.0,39408,10,1,Gala Apples,24,4,fresh fruits
4140,39780,22250,prior,36,4,17,9.0,39408,22,1,Gala Apples,24,4,fresh fruits
4141,2449332,22250,prior,9,1,18,13.0,39408,7,1,Gala Apples,24,4,fresh fruits
4142,2848772,22250,prior,8,2,18,17.0,39408,13,1,Gala Apples,24,4,fresh fruits
4143,3318589,22250,prior,2,3,9,22.0,39408,7,0,Gala Apples,24,4,fresh fruits
4144,2383967,22250,prior,5,6,23,18.0,39408,10,1,Gala Apples,24,4,fresh fruits
4145,3063856,22250,prior,4,2,15,3.0,39408,5,1,Gala Apples,24,4,fresh fruits
4146,1352295,22250,prior,15,2,13,5.0,39408,12,1,Gala Apples,24,4,fresh fruits
4147,3260363,22250,prior,17,4,10,9.0,39408,19,1,Gala Apples,24,4,fresh fruits
4148,2794255,22250,prior,13,2,21,11.0,39408,1,1,Gala Apples,24,4,fresh fruits
4149,732988,22250,prior,12,5,10,10.0,39408,23,1,Gala Apples,24,4,fresh fruits
4150,3295810,63709,prior,9,6,10,30.0,39408,17,0,Gala Apples,24,4,fresh fruits
4151,2468167,83536,prior,5,2,18,14.0,39408,8,0,Gala Apples,24,4,fresh fruits
4152,1724085,83536,train,9,1,15,12.0,39408,5,1,Gala Apples,24,4,fresh fruits
4153,1468837,83536,prior,8,3,18,11.0,39408,2,1,Gala Apples,24,4,fresh fruits
4154,430894,192566,prior,9,6,11,30.0,39408,5,1,Gala Apples,24,4,fresh fruits
4155,289352,192566,prior,8,0,13,30.0,39408,15,1,Gala Apples,24,4,fresh fruits
4156,2951343,192566,train,11,0,13,7.0,39408,1,1,Gala Apples,24,4,fresh fruits
4157,1260942,192566,prior,10,0,13,30.0,39408,5,1,Gala Apples,24,4,fresh fruits
4158,2548452,192566,prior,6,0,14,30.0,39408,12,1,Gala Apples,24,4,fresh fruits
4159,1157354,192566,prior,2,0,11,21.0,39408,12,0,Gala Apples,24,4,fresh fruits
4160,1855322,192566,prior,5,6,11,27.0,39408,18,1,Gala Apples,24,4,fresh fruits
4161,599372,192566,prior,3,0,16,14.0,39408,29,1,Gala Apples,24,4,fresh fruits
4162,3089493,22250,prior,20,3,19,9.0,38456,34,0,Large Grapefruit,24,4,fresh fruits
4163,798083,52407,prior,4,0,19,16.0,38456,3,0,Large Grapefruit,24,4,fresh fruits
4164,1336362,112149,prior,14,1,19,5.0,38456,4,1,Large Grapefruit,24,4,fresh fruits
4165,1874887,112149,prior,13,3,9,10.0,38456,2,1,Large Grapefruit,24,4,fresh fruits
4166,2327659,112149,prior,12,0,17,6.0,38456,1,1,Large Grapefruit,24,4,fresh fruits
4167,2267831,112149,prior,1,3,14,,38456,16,0,Large Grapefruit,24,4,fresh fruits
4168,3028481,153994,prior,4,5,19,4.0,38456,7,1,Large Grapefruit,24,4,fresh fruits
4169,1646025,153994,prior,3,1,15,26.0,38456,9,0,Large Grapefruit,24,4,fresh fruits
4170,1666313,22250,prior,6,3,23,4.0,25340,14,1,Large Yellow Flesh Nectarine,24,4,fresh fruits
4171,2383967,22250,prior,5,6,23,18.0,25340,31,0,Large Yellow Flesh Nectarine,24,4,fresh fruits
4172,2422056,106314,prior,5,3,12,15.0,25340,8,1,Large Yellow Flesh Nectarine,24,4,fresh fruits
4173,805179,106314,prior,3,3,13,20.0,25340,4,0,Large Yellow Flesh Nectarine,24,4,fresh fruits
4174,812066,22250,prior,3,6,14,10.0,38159,28,0,Organic Yellow Peaches,24,4,fresh fruits
4175,1804889,80893,prior,1,2,15,,38159,5,0,Organic Yellow Peaches,24,4,fresh fruits
4176,2924080,154375,prior,7,0,12,9.0,38159,3,1,Organic Yellow Peaches,24,4,fresh fruits
4177,1873988,154375,prior,4,0,19,28.0,38159,4,0,Organic Yellow Peaches,24,4,fresh fruits
4178,2645097,154375,prior,5,5,16,5.0,38159,1,1,Organic Yellow Peaches,24,4,fresh fruits
4179,2794255,22250,prior,13,2,21,11.0,29941,29,1,Red Plums,24,4,fresh fruits
4180,2016219,22250,prior,11,2,11,29.0,29941,15,0,Red Plums,24,4,fresh fruits
4181,3142778,153618,prior,6,0,15,7.0,29941,15,0,Red Plums,24,4,fresh fruits
4182,732988,22250,prior,12,5,10,10.0,25640,32,0,White Peach,24,4,fresh fruits
4183,805179,106314,prior,3,3,13,20.0,25640,11,0,White Peach,24,4,fresh fruits
4184,1266616,114871,prior,5,0,13,7.0,25640,10,0,White Peach,24,4,fresh fruits
4185,1984581,139591,prior,7,0,22,7.0,25640,6,1,White Peach,24,4,fresh fruits
4186,1746886,139591,prior,9,5,7,21.0,25640,5,1,White Peach,24,4,fresh fruits
4187,1535859,139591,prior,4,3,21,3.0,25640,10,0,White Peach,24,4,fresh fruits
4188,884230,139591,prior,5,0,8,11.0,25640,7,1,White Peach,24,4,fresh fruits
4189,3413677,139591,prior,17,5,20,1.0,25640,5,1,White Peach,24,4,fresh fruits
4190,2804470,139591,prior,11,0,15,7.0,25640,5,1,White Peach,24,4,fresh fruits
4191,130268,22874,prior,5,4,5,6.0,19057,4,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4192,666306,22874,prior,6,4,0,14.0,19057,6,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4193,674558,42668,prior,36,5,12,5.0,19057,14,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4194,1788843,42668,prior,38,5,14,7.0,19057,3,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4195,3186839,42668,prior,37,5,11,7.0,19057,6,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4196,2549436,42668,prior,28,6,12,7.0,19057,11,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4197,2124155,42668,prior,48,2,9,3.0,19057,4,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4198,1971312,42668,prior,57,1,15,3.0,19057,6,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4199,2075250,42668,prior,42,4,15,5.0,19057,2,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4200,942229,42668,prior,41,6,9,2.0,19057,2,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4201,3124351,42668,prior,6,6,14,6.0,19057,16,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4202,506979,42668,prior,23,2,11,5.0,19057,13,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4203,648143,42668,prior,14,2,13,7.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4204,213790,42668,prior,17,0,10,21.0,19057,13,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4205,1451181,55320,prior,1,0,11,,19057,4,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4206,1545466,106314,prior,22,3,14,7.0,19057,13,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4207,3318980,106314,prior,12,0,13,4.0,19057,11,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4208,2224038,121887,prior,12,5,19,4.0,19057,8,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4209,3272951,128736,prior,6,4,9,19.0,19057,3,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4210,971782,128736,prior,4,4,15,3.0,19057,1,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4211,1414963,128736,prior,2,5,14,2.0,19057,5,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4212,1296779,139591,prior,34,0,9,0.0,19057,7,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4213,693224,139591,prior,32,3,7,11.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4214,490194,139591,prior,35,0,14,7.0,19057,7,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4215,1370811,139591,prior,38,2,8,14.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4216,1935141,139591,prior,36,0,19,7.0,19057,10,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4217,2710177,139591,prior,25,4,9,5.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4218,3260008,139591,prior,28,3,10,2.0,19057,5,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4219,390138,139591,prior,48,5,15,6.0,19057,3,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4220,2551064,139591,prior,50,1,21,22.0,19057,15,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4221,2595767,139591,prior,49,0,20,2.0,19057,2,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4222,540097,139591,prior,40,0,16,8.0,19057,12,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4223,2924684,139591,prior,41,4,7,4.0,19057,7,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4224,371122,139591,prior,39,6,14,18.0,19057,14,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4225,792797,139591,prior,44,0,12,8.0,19057,15,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4226,2976770,139591,prior,43,6,17,6.0,19057,4,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4227,287102,139591,prior,16,4,10,4.0,19057,17,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4228,3026901,139591,prior,20,2,7,3.0,19057,11,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4229,130595,157257,prior,13,3,0,4.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4230,128744,157257,prior,12,6,11,30.0,19057,5,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4231,2964624,157257,prior,11,0,14,30.0,19057,15,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4232,2541661,157257,train,16,6,12,6.0,19057,2,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4233,2573227,157257,prior,14,0,12,30.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4234,1029276,157257,prior,15,0,10,21.0,19057,2,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4235,916553,157257,prior,3,4,21,13.0,19057,5,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4236,946695,157257,prior,4,3,17,30.0,19057,6,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4237,2735125,157257,prior,9,4,8,23.0,19057,3,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4238,473888,157257,prior,1,0,14,,19057,9,0,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4239,2326619,157257,prior,8,2,7,16.0,19057,6,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4240,1243368,157257,prior,5,6,11,30.0,19057,9,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4241,841078,157257,prior,6,1,8,9.0,19057,4,1,Organic Large Extra Fancy Fuji Apple,24,4,fresh fruits
4242,867698,28922,prior,23,2,16,5.0,35267,3,0,Organic Granny Smith Apples,24,4,fresh fruits
4243,356407,28922,prior,31,1,15,19.0,35267,1,1,Organic Granny Smith Apples,24,4,fresh fruits
4244,1599239,28922,train,39,6,19,9.0,35267,6,1,Organic Granny Smith Apples,24,4,fresh fruits
4245,1599239,28922,train,39,6,19,9.0,36082,3,0,Organic Mango,24,4,fresh fruits
4246,2341540,64967,prior,1,4,16,,36082,26,0,Organic Mango,24,4,fresh fruits
4247,819161,28922,prior,33,0,18,5.0,34320,3,0,Organic Apples Pommes,24,4,fresh fruits
4248,1980206,96353,train,4,0,9,30.0,34320,13,0,Organic Apples Pommes,24,4,fresh fruits
4249,2167345,98814,train,4,0,11,30.0,34320,1,0,Organic Apples Pommes,24,4,fresh fruits
4250,660111,28922,prior,19,2,19,1.0,27925,5,0,Organic Red Bartlett Pear,24,4,fresh fruits
4251,693224,139591,prior,32,3,7,11.0,27925,11,1,Organic Red Bartlett Pear,24,4,fresh fruits
4252,1370811,139591,prior,38,2,8,14.0,27925,12,1,Organic Red Bartlett Pear,24,4,fresh fruits
4253,3260008,139591,prior,28,3,10,2.0,27925,7,1,Organic Red Bartlett Pear,24,4,fresh fruits
4254,2981030,139591,prior,22,2,17,9.0,27925,19,0,Organic Red Bartlett Pear,24,4,fresh fruits
4255,2951343,192566,train,11,0,13,7.0,27925,11,0,Organic Red Bartlett Pear,24,4,fresh fruits
4256,928822,32283,prior,1,5,19,,14927,3,0,Blueberry,24,4,fresh fruits
4257,947974,32499,prior,7,1,20,14.0,43122,8,1,Organic Bartlett Pear,24,4,fresh fruits
4258,1343033,32499,prior,8,5,19,25.0,43122,4,1,Organic Bartlett Pear,24,4,fresh fruits
4259,2724214,32499,prior,1,6,15,,43122,6,0,Organic Bartlett Pear,24,4,fresh fruits
4260,213790,42668,prior,17,0,10,21.0,43122,15,0,Organic Bartlett Pear,24,4,fresh fruits
4261,1652521,82954,prior,15,0,15,14.0,43122,17,1,Organic Bartlett Pear,24,4,fresh fruits
4262,415976,82954,prior,14,0,12,7.0,43122,11,1,Organic Bartlett Pear,24,4,fresh fruits
4263,2534642,82954,prior,4,0,13,30.0,43122,22,0,Organic Bartlett Pear,24,4,fresh fruits
4264,209604,82954,prior,5,1,18,22.0,43122,4,1,Organic Bartlett Pear,24,4,fresh fruits
4265,146647,82954,prior,9,0,9,6.0,43122,7,1,Organic Bartlett Pear,24,4,fresh fruits
4266,1135308,138934,prior,13,6,23,6.0,43122,14,1,Organic Bartlett Pear,24,4,fresh fruits
4267,3323116,138934,prior,17,6,23,4.0,43122,6,1,Organic Bartlett Pear,24,4,fresh fruits
